Via de acceso;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2021M03;137
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2021M02;133
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2021M01;131
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M12;152
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M11;154
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M10;154
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M09;156
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M08;157
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M07;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M06;163
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M05;163
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M04;163
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M03;163
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M02;161
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2020M01;158
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M12;169
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M11;169
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M10;169
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M09;169
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M08;169
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M07;170
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M06;168
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M05;166
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M04;162
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M03;161
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M02;155
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2019M01;149
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M12;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M11;160
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M10;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M09;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M08;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M07;159
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M06;158
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M05;156
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M04;153
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M03;150
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M02;147
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2018M01;142
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2017M12;151
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2017M11;151
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2017M10;151
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2017M09;151
Aeropuerto;Acumulado en lo que va de año;Gasto medio diario por persona;2017M08;150
